Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,year,PER,TS%,WS,WS/48,BPM,VORP,Player,Player-additional,Pos,PIS
24.0,9.0,2.4,0.4,1.0,0.444,0.0,0.1,0.0,0.4,0.9,0.5,0.0,0.0,,0.1,0.2,0.3,0.2,0.1,0.0,0.2,0.3,0.9,2025.0,5.9,0.444,0.0,-0.07,-10.1,0.0,Anton Watson,watsoan02,Ailier,-1.13
24.0,44.0,15.0,2.6,5.6,0.456,1.2,2.9,0.395,1.4,2.7,0.521,0.6,0.8,0.8,0.4,1.0,1.4,0.9,0.5,0.1,0.7,0.9,6.9,2025.0,11.7,0.579,0.4,0.029,-3.2,-0.2,Antonio Reeves,reevean01,Arrière,-0.47
22.0,25.0,8.7,0.8,1.2,0.677,0.0,0.0,,0.8,1.2,0.677,0.2,0.5,0.462,0.6,1.5,2.0,0.4,0.0,0.6,0.8,1.3,1.9,2025.0,7.6,0.654,0.1,0.02,-5.6,-0.2,Ariel Hukporti,hukpoar01,Pivot,-0.81
22.0,9.0,7.4,0.7,2.1,0.316,0.0,0.8,0.0,0.7,1.3,0.5,0.2,0.8,0.286,0.2,1.4,1.7,0.1,0.4,0.2,0.3,0.7,1.6,2025.0,3.5,0.317,-0.1,-0.092,-9.8,-0.1,Armel Traore,armeltr01,Ailier,-1.4
25.0,10.0,10.4,1.5,4.6,0.326,1.1,3.2,0.344,0.4,1.4,0.286,0.1,0.2,0.5,0.7,1.1,1.8,0.5,0.1,0.1,0.3,0.3,4.2,2024.0,8.3,0.448,0.0,-0.018,-5.8,-0.1,Armoni Brooks,brookar01,Meneur,-0.7
24.0,19.0,16.6,1.5,3.7,0.408,0.4,1.3,0.32,1.1,2.4,0.457,0.7,0.9,0.824,0.7,1.6,2.4,2.8,0.6,0.5,1.6,2.1,4.2,2024.0,8.5,0.51,0.0,0.006,-3.5,-0.1,Ashton Hagans,haganas01,Meneur,-0.63
21.0,63.0,25.1,3.7,7.6,0.483,0.3,1.8,0.186,3.3,5.8,0.575,1.1,1.9,0.597,2.0,4.3,6.4,1.9,1.1,0.9,1.3,2.8,8.8,2024.0,12.8,0.522,1.8,0.053,-2.2,-0.1,Ausar Thompson,thompau01,Ailier,-0.21
22.0,59.0,22.5,4.2,7.8,0.535,0.2,0.8,0.224,4.0,7.0,0.572,1.5,2.4,0.641,1.9,3.3,5.1,2.3,1.7,0.7,1.4,2.8,10.1,2025.0,17.2,0.568,3.8,0.138,1.7,1.2,Ausar Thompson,thompau01,Ailier,0.67
24.0,64.0,28.8,4.0,7.7,0.529,1.3,3.4,0.398,2.7,4.3,0.631,3.6,4.1,0.864,0.5,2.5,3.0,3.4,0.5,0.3,1.5,1.7,13.0,2023.0,14.9,0.687,5.4,0.142,0.7,1.2,Austin Reaves,reaveau01,Arrière,0.49
25.0,82.0,32.1,5.6,11.5,0.486,1.9,5.1,0.367,3.7,6.3,0.583,2.8,3.3,0.853,0.7,3.6,4.3,5.5,0.8,0.3,2.1,1.9,15.9,2024.0,15.5,0.613,5.9,0.108,0.4,1.6,Austin Reaves,reaveau01,Arrière,0.58
26.0,73.0,34.9,6.5,14.2,0.46,2.7,7.3,0.377,3.8,6.9,0.547,4.4,5.0,0.877,0.8,3.7,4.5,5.8,1.1,0.3,2.4,2.1,20.2,2025.0,18.1,0.616,7.6,0.144,1.9,2.6,Austin Reaves,reaveau01,Arrière,1.18
30.0,52.0,19.5,1.8,4.0,0.435,0.8,2.4,0.35,0.9,1.7,0.558,0.6,0.8,0.769,0.1,1.5,1.6,1.4,0.5,0.1,0.4,1.5,4.9,2023.0,7.4,0.564,1.3,0.061,-2.8,-0.2,Austin Rivers,riverau01,Arrière,-0.71
23.0,80.0,26.2,3.5,7.1,0.493,0.7,2.4,0.312,2.8,4.8,0.583,0.8,1.0,0.805,0.6,2.2,2.8,2.6,0.8,0.3,1.2,2.3,8.6,2023.0,10.2,0.567,2.9,0.067,-2.5,-0.2,Ayo Dosunmu,dosunay01,Arrière,-0.48
24.0,76.0,29.1,4.7,9.5,0.501,1.6,3.9,0.403,3.2,5.6,0.568,1.1,1.4,0.81,0.7,2.1,2.8,3.2,0.9,0.5,1.4,2.2,12.2,2024.0,13.4,0.604,4.1,0.089,-0.8,0.7,Ayo Dosunmu,dosunay01,Arrière,0.14
25.0,46.0,30.3,4.8,9.8,0.492,1.3,4.1,0.328,3.5,5.7,0.612,1.3,1.7,0.785,0.6,2.9,3.5,4.5,0.9,0.4,1.5,2.3,12.3,2025.0,12.8,0.585,2.5,0.087,-1.6,0.1,Ayo Dosunmu,dosunay01,Arrière,-0.14
25.0,75.0,34.6,8.0,14.9,0.54,0.0,0.2,0.083,8.0,14.7,0.545,4.3,5.4,0.806,2.5,6.7,9.2,3.2,1.2,0.8,2.5,2.8,20.4,2023.0,20.1,0.592,7.4,0.137,1.5,2.3,Bam Adebayo,adebaba01,Pivot,1.18
26.0,71.0,34.0,7.5,14.3,0.521,0.2,0.6,0.357,7.3,13.7,0.528,4.1,5.5,0.755,2.2,8.1,10.4,3.9,1.1,0.9,2.3,2.2,19.3,2024.0,19.8,0.576,7.2,0.144,2.4,2.7,Bam Adebayo,adebaba01,Pivot,1.27
27.0,78.0,34.3,6.9,14.3,0.485,1.0,2.8,0.357,5.9,11.4,0.517,3.2,4.2,0.765,2.4,7.2,9.6,4.3,1.3,0.7,2.1,2.1,18.1,2025.0,18.9,0.561,7.5,0.135,2.0,2.7,Bam Adebayo,adebaba01,Pivot,1.24
24.0,31.0,12.4,1.3,3.5,0.355,0.8,2.6,0.317,0.4,0.9,0.464,0.3,0.4,0.75,0.6,1.5,2.1,1.1,0.5,0.1,0.4,0.7,3.6,2025.0,10.3,0.49,0.7,0.089,-1.7,0.0,Baylor Scheierman,scheiba01,Arrière,-0.35
22.0,57.0,14.3,1.6,4.0,0.393,0.9,2.7,0.314,0.7,1.3,0.562,0.4,0.5,0.885,0.3,1.3,1.6,0.9,0.6,0.0,0.3,1.5,4.4,2024.0,8.1,0.524,0.8,0.046,-3.4,-0.3,Ben Sheppard,sheppbe01,Arrière,-0.61
23.0,63.0,19.5,1.9,4.6,0.418,1.1,3.2,0.342,0.8,1.4,0.591,0.4,0.4,0.889,0.7,2.1,2.8,1.3,0.6,0.2,0.3,2.0,5.3,2025.0,9.2,0.555,2.1,0.081,-2.0,0.0,Ben Sheppard,sheppbe01,Arrière,-0.46
26.0,42.0,26.3,3.2,5.6,0.566,0.0,0.0,0.0,3.2,5.5,0.571,0.6,1.4,0.439,1.0,5.3,6.3,6.1,1.3,0.6,2.3,3.3,6.9,2023.0,13.4,0.559,2.2,0.097,0.4,0.7,Ben Simmons,simmobe01,Meneur,0.1
27.0,15.0,23.9,2.9,4.9,0.581,0.0,0.0,,2.9,4.9,0.581,0.4,1.0,0.4,2.1,5.9,7.9,5.7,0.8,0.6,1.8,2.4,6.1,2024.0,16.3,0.571,1.0,0.133,2.4,0.4,Ben Simmons,simmobe01,Meneur,0.36
28.0,25.5,20.7,2.05,4.05,0.49050000000000005,0.0,0.0,,2.05,4.05,0.49050000000000005,0.4,0.6000000000000001,0.7745,0.9,3.5999999999999996,4.5,5.0,0.75,0.45,1.75,1.95,4.55,2025.0,12.25,0.513,0.9,0.0905,-0.04999999999999999,0.2,Ben Simmons,simmobe01,Meneur,-0.14
20.0,78.0,28.5,5.3,12.2,0.434,1.3,4.0,0.323,4.0,8.2,0.488,4.8,5.8,0.828,1.1,3.0,4.1,1.5,0.6,0.2,1.9,2.1,16.7,2023.0,13.1,0.566,1.8,0.038,-3.7,-1.0,Bennedict Mathurin,mathube01,Arrière,-0.59
21.0,59.0,26.1,5.0,11.2,0.446,1.4,3.6,0.374,3.7,7.6,0.481,3.1,3.8,0.821,1.0,2.9,4.0,2.0,0.6,0.2,1.6,2.0,14.5,2024.0,13.0,0.562,1.4,0.045,-3.4,-0.6,Bennedict Mathurin,mathube01,Ailier,-0.36
22.0,72.0,29.8,5.4,11.8,0.458,1.4,4.0,0.34,4.1,7.8,0.519,3.8,4.6,0.831,1.2,4.1,5.3,1.9,0.7,0.3,1.9,2.3,16.1,2025.0,13.6,0.579,3.0,0.068,-2.9,-0.5,Bennedict Mathurin,mathube01,Ailier,-0.31
19.0,63.0,27.2,3.0,6.9,0.435,1.0,2.9,0.346,2.0,3.9,0.502,1.5,2.1,0.702,0.9,3.2,4.1,1.7,0.9,0.8,1.4,2.2,8.4,2024.0,8.9,0.543,0.4,0.013,-4.2,-0.9,Bilal Coulibaly,coulibi01,Ailier,-0.8
20.0,59.0,33.0,4.5,10.6,0.421,1.1,3.8,0.281,3.4,6.8,0.5,2.3,3.1,0.746,1.5,3.4,5.0,3.4,1.3,0.7,2.1,2.4,12.3,2025.0,10.8,0.515,0.3,0.008,-3.7,-0.8,Bilal Coulibaly,coulibi01,Ailier,-0.78
30.0,61.0,14.3,2.0,3.4,0.578,0.0,0.0,,2.0,3.4,0.578,0.4,1.1,0.357,1.5,2.8,4.3,0.9,0.3,1.4,0.8,1.9,4.3,2023.0,14.4,0.555,1.9,0.102,-0.9,0.2,Bismack Biyombo,biyombi01,Pivot,0.04
31.0,20.0,15.6,1.4500000000000002,2.6,0.573,0.0,0.0,,1.4500000000000002,2.6,0.573,0.55,1.15,0.489,1.2,2.9,4.1000000000000005,0.95,0.2,0.7000000000000001,0.8500000000000001,1.7000000000000002,3.5,2024.0,9.45,0.5700000000000001,0.55,0.066,-4.2,-0.15000000000000002,Bismack Biyombo,biyombi01,Pivot,-0.43
32.0,28.0,18.9,2.4,4.1,0.588,0.0,0.0,,2.4,4.1,0.588,0.4,0.9,0.4,1.5,4.1,5.6,1.1,0.6,0.8,1.0,1.9,5.1,2025.0,12.2,0.576,0.8,0.071,-3.6,-0.2,Bismack Biyombo,biyombi01,Pivot,-0.32
33.0,41.0,13.9,1.5,3.2,0.485,0.6,1.6,0.348,1.0,1.6,0.625,0.5,0.8,0.656,1.1,2.6,3.8,1.5,0.3,0.2,0.5,1.8,4.1,2023.0,13.1,0.59,1.8,0.153,0.1,0.3,Blake Griffin,griffbl01,Pivot,0.12
19.0,37.0,18.1,1.9,5.8,0.321,0.5,1.4,0.385,1.3,4.4,0.301,0.7,1.2,0.591,0.3,1.9,2.2,2.6,0.7,0.1,1.8,1.8,5.0,2023.0,3.5,0.393,-1.6,-0.114,-9.6,-1.3,Blake Wesley,weslebl01,Arrière,-1.82
20.0,61.0,14.4,1.7,3.5,0.474,0.2,0.9,0.218,1.5,2.6,0.563,0.9,1.3,0.667,0.3,1.2,1.5,2.7,0.5,0.1,0.9,1.5,4.4,2024.0,10.1,0.537,0.9,0.05,-4.0,-0.4,Blake Wesley,weslebl01,Arrière,-0.49
21.0,58.0,11.8,1.4,3.2,0.435,0.3,1.0,0.293,1.1,2.2,0.5,0.7,1.1,0.623,0.3,0.8,1.1,2.0,0.6,0.1,0.9,0.8,3.7,2025.0,9.9,0.51,0.2,0.011,-4.2,-0.4,Blake Wesley,weslebl01,Arrière,-0.72
34.0,31.0,5.5,1.3,1.9,0.683,0.0,0.0,0.0,1.3,1.9,0.695,0.6,0.9,0.741,0.6,1.3,1.9,0.3,0.2,0.1,0.5,0.3,3.3,2023.0,23.4,0.71,0.6,0.158,1.6,0.2,Boban Marjanovic,marjabo01,Pivot,0.86
35.0,14.0,5.1,1.3,2.4,0.529,0.0,0.1,0.0,1.3,2.3,0.563,0.6,1.0,0.643,0.5,1.8,2.3,0.4,0.1,0.1,0.4,0.4,3.2,2024.0,21.1,0.56,0.2,0.128,-0.3,0.0,Boban Marjanovic,marjabo01,Pivot,0.57
27.0,70.0,26.0,5.7,11.5,0.496,1.4,3.7,0.37,4.3,7.8,0.555,1.4,1.8,0.768,2.2,7.4,9.6,1.5,0.4,0.2,1.2,1.6,14.1,2023.0,17.8,0.575,5.3,0.139,0.7,1.2,Bobby Portis,portibo01,Ailier fort,0.69
28.0,82.0,24.5,5.7,11.2,0.508,1.2,3.0,0.407,4.5,8.2,0.545,1.2,1.5,0.79,1.7,5.7,7.4,1.3,0.8,0.4,1.1,2.3,13.8,2024.0,17.5,0.581,4.7,0.112,-0.8,0.6,Bobby Portis,portibo01,Ailier fort,0.45
29.0,49.0,25.4,5.7,12.1,0.466,1.3,3.6,0.365,4.3,8.5,0.508,1.2,1.5,0.836,1.8,6.6,8.4,2.1,0.7,0.5,1.2,1.9,13.9,2025.0,17.7,0.542,2.7,0.106,0.2,0.7,Bobby Portis,portibo01,Ailier fort,0.47
21.0,8.0,5.3,0.8,1.3,0.6,0.3,0.6,0.4,0.5,0.6,0.8,0.1,0.3,0.5,0.1,0.8,0.9,0.9,0.3,0.1,0.1,1.0,1.9,2025.0,15.9,0.689,0.2,0.208,1.0,0.0,Bobi Klintman,klintbo01,Ailier,0.41
30.0,54.0,27.9,5.1,11.3,0.447,2.7,6.7,0.406,2.4,4.6,0.506,1.2,1.4,0.831,0.4,2.6,3.1,2.8,0.8,0.3,1.2,1.6,14.0,2023.0,14.2,0.586,2.8,0.088,0.5,0.9,Bogdan Bogdanovic,bogdabo01,Arrière,0.19
31.0,79.0,30.4,6.0,13.9,0.428,3.0,8.1,0.374,2.9,5.8,0.503,1.9,2.1,0.921,0.7,2.8,3.4,3.1,1.2,0.3,1.4,2.3,16.9,2024.0,14.7,0.569,3.9,0.079,0.2,1.4,Bogdan Bogdanovic,bogdabo01,Arrière,0.4
32.0,27.0,24.95,3.85,9.100000000000001,0.4225,1.9,5.449999999999999,0.364,1.9000000000000001,3.75,0.514,1.1,1.25,0.8785000000000001,0.45,2.5,2.95,2.6,0.75,0.25,1.35,2.3499999999999996,10.7,2025.0,10.8,0.5549999999999999,0.95,0.061,-2.25,0.0,Bogdan Bogdanovic,bogdabo01,Arrière,-0.39
33.0,59.0,32.1,7.3,14.9,0.488,2.5,6.0,0.411,4.8,9.0,0.539,4.5,5.1,0.884,0.6,3.2,3.8,2.6,0.6,0.1,2.3,1.9,21.6,2023.0,17.4,0.627,3.5,0.09,0.8,1.4,Bojan Bogdanovic,bogdabo02,Ailier fort,0.58
34.0,28.5,26.049999999999997,5.449999999999999,12.0,0.449,2.35,5.9,0.39249999999999996,3.1,6.1,0.503,2.05,2.6500000000000004,0.7895000000000001,0.4,2.3,2.7,1.7,0.5,0.05,1.7999999999999998,1.65,15.3,2024.0,12.1,0.5745,0.5,0.0315,-3.5,-0.2,Bojan Bogdanovic,bogdabo02,Ailier fort,-0.34
23.0,70.0,21.5,3.7,6.8,0.546,0.4,1.6,0.265,3.3,5.2,0.633,1.2,1.5,0.759,1.0,4.8,5.8,1.0,0.4,1.2,1.6,1.3,9.1,2023.0,14.4,0.603,2.3,0.072,-0.9,0.4,Bol Bol,bolbo01,Ailier fort,0.01
24.0,43.0,10.9,2.2,3.5,0.616,0.5,1.2,0.423,1.7,2.3,0.717,0.3,0.4,0.789,0.7,2.4,3.2,0.4,0.2,0.6,0.4,1.0,5.2,2024.0,18.7,0.7,1.6,0.168,2.1,0.5,Bol Bol,bolbo01,Ailier fort,0.64
25.0,36.0,12.4,2.7,5.1,0.525,0.9,2.6,0.344,1.8,2.5,0.711,0.6,0.7,0.769,0.6,2.3,2.9,0.6,0.3,0.7,0.6,0.6,6.8,2025.0,18.4,0.627,0.9,0.097,0.8,0.3,Bol Bol,bolbo01,Ailier fort,0.38
22.0,28.0,19.2,4.0,10.05,0.4,2.05,5.5,0.3645,2.05,4.55,0.4425,1.4,1.7,0.808,0.44999999999999996,2.3,2.75,3.2,0.75,0.2,1.35,1.85,11.45,2023.0,15.45,0.529,0.7,0.0725,-0.8500000000000001,0.2,Bones Hyland,hylanbo01,Meneur,0.03
23.0,37.0,14.6,2.6,6.8,0.386,1.2,3.6,0.326,1.4,3.1,0.457,0.5,0.6,0.783,0.1,1.4,1.5,2.5,0.7,0.1,1.2,1.4,6.9,2024.0,10.8,0.49,0.0,0.003,-3.6,-0.2,Bones Hyland,hylanbo01,Meneur,-0.5
24.0,12.0,7.699999999999999,1.4,3.3,0.529,0.9500000000000001,2.25,0.444,0.5,1.05,0.7,0.6,0.65,0.885,0.15,0.65,0.75,1.2,0.45,0.1,0.75,1.05,4.25,2025.0,13.75,0.701,0.25,0.1275,-0.050000000000000044,0.15,Bones Hyland,hylanbo01,Meneur,0.06
29.0,50.0,33.5,8.9,17.6,0.506,1.6,4.4,0.365,7.3,13.2,0.552,3.8,4.6,0.842,0.8,3.1,3.9,5.4,0.9,0.7,2.9,2.1,23.2,2023.0,19.7,0.593,3.4,0.099,1.8,1.6,Bradley Beal,bealbr01,Arrière,0.83
30.0,53.0,33.3,7.1,13.9,0.513,1.9,4.4,0.43,5.2,9.4,0.552,2.1,2.5,0.813,1.0,3.4,4.4,5.0,1.0,0.5,2.5,2.4,18.2,2024.0,16.3,0.607,3.9,0.107,0.4,1.1,Bradley Beal,bealbr01,Arrière,0.49
31.0,53.0,32.1,6.5,13.1,0.497,1.9,5.0,0.386,4.6,8.1,0.565,2.1,2.6,0.803,0.6,2.7,3.3,3.7,1.1,0.5,1.9,2.6,17.0,2025.0,15.2,0.598,2.4,0.068,-1.1,0.4,Bradley Beal,bealbr01,Arrière,0.09
25.0,32.0,7.7,1.3,3.0,0.443,0.7,2.1,0.333,0.7,1.0,0.677,0.4,0.6,0.778,0.5,1.2,1.7,0.4,0.2,0.7,0.2,0.7,3.8,2025.0,17.6,0.581,0.9,0.177,1.3,0.2,Branden Carlson,carlsbr01,Pivot,0.51
20.0,74.0,26.6,3.7,8.1,0.454,1.2,3.2,0.385,2.4,4.9,0.499,0.7,1.1,0.633,1.6,4.2,5.8,3.7,0.8,0.2,1.2,1.6,9.2,2024.0,13.0,0.54,4.1,0.1,-0.1,0.9,Brandin Podziemski,podzibr01,Arrière,0.19
21.0,64.0,26.8,4.4,9.8,0.445,1.8,4.8,0.372,2.6,5.0,0.516,1.1,1.5,0.758,1.0,4.1,5.1,3.4,1.1,0.2,1.2,1.5,11.7,2025.0,14.4,0.557,4.2,0.117,0.7,1.2,Brandin Podziemski,podzibr01,Arrière,0.4
21.0,22.0,11.3,2.3,5.5,0.418,0.5,1.3,0.414,1.8,4.2,0.419,1.3,1.7,0.763,0.3,1.0,1.4,0.9,0.4,0.0,0.5,1.0,6.5,2023.0,13.4,0.515,0.2,0.04,-2.2,0.0,Brandon Boston Jr,bostobr01,Ailier,-0.27
22.0,32.0,10.8,2.0,5.0,0.404,0.4,1.6,0.269,1.6,3.4,0.468,0.7,1.0,0.697,0.6,1.0,1.6,0.4,0.3,0.3,0.8,1.3,5.2,2024.0,8.7,0.476,-0.3,-0.04,-9.0,-0.6,Brandon Boston Jr,bostobr01,Ailier,-0.86
23.0,42.0,23.6,4.0,9.1,0.436,1.2,3.3,0.35,2.8,5.7,0.485,1.6,2.0,0.788,0.7,2.5,3.2,2.2,1.3,0.2,1.2,1.7,10.7,2025.0,12.7,0.535,0.7,0.033,-2.5,-0.1,Brandon Boston Jr,bostobr01,Arrière,-0.35
26.0,56.0,19.5,4.1,6.2,0.656,0.0,0.1,0.167,4.1,6.1,0.665,1.8,2.4,0.723,1.6,3.9,5.5,1.3,0.6,0.7,1.0,2.3,10.0,2023.0,20.0,0.682,4.5,0.199,2.5,1.3,Brandon Clarke,clarkbr01,Ailier fort,1.06
27.0,6.0,22.3,5.5,9.8,0.559,0.2,1.0,0.167,5.3,8.8,0.604,0.2,1.2,0.143,2.2,3.2,5.3,1.5,0.8,1.0,0.5,1.3,11.3,2024.0,18.9,0.548,0.3,0.108,1.0,0.1,Brandon Clarke,clarkbr01,Ailier fort,0.4
28.0,64.0,18.9,3.7,5.9,0.621,0.0,0.3,0.059,3.7,5.7,0.647,1.0,1.4,0.701,2.0,3.1,5.1,1.0,0.8,0.6,0.6,2.3,8.3,2025.0,17.6,0.638,4.4,0.174,0.8,0.9,Brandon Clarke,clarkbr01,Ailier fort,0.71
25.0,45.0,34.2,9.0,18.6,0.484,1.4,3.6,0.39,7.6,14.9,0.507,5.3,6.0,0.882,0.5,5.0,5.5,5.8,0.7,0.4,3.3,2.6,24.7,2023.0,19.2,0.582,3.5,0.108,1.7,1.5,Brandon Ingram,ingrabr01,Ailier,0.79
26.0,64.0,32.9,7.8,15.9,0.492,1.3,3.8,0.355,6.5,12.1,0.534,3.8,4.8,0.801,0.7,4.4,5.1,5.7,0.8,0.6,2.5,2.3,20.8,2024.0,18.2,0.578,5.1,0.117,1.2,1.7,Brandon Ingram,ingrabr01,Ailier,0.82
27.0,18.0,33.1,8.6,18.5,0.465,2.4,6.4,0.374,6.2,12.1,0.514,2.6,3.1,0.855,0.9,4.6,5.6,5.2,0.9,0.6,3.8,2.5,22.2,2025.0,16.0,0.56,0.0,0.001,-0.3,0.3,Brandon Ingram,ingrabr01,Ailier,-0.07
21.0,74.0,32.2,6.4,14.6,0.44,2.5,6.7,0.373,3.9,8.0,0.495,1.9,2.3,0.827,0.8,3.4,4.3,2.4,0.9,0.6,1.8,2.5,17.3,2024.0,13.0,0.552,0.8,0.015,-2.6,-0.3,Brandon Miller,millebr02,Ailier,-0.35
22.0,27.0,34.2,7.3,18.2,0.403,3.9,10.9,0.355,3.5,7.3,0.475,2.5,2.9,0.861,0.9,3.9,4.9,3.6,1.1,0.7,2.8,2.7,21.0,2025.0,14.0,0.54,0.4,0.023,0.0,0.4,Brandon Miller,millebr02,Ailier,-0.13
24.0,17.0,6.6,1.2,3.2,0.37,0.2,0.9,0.2,1.0,2.3,0.436,0.6,1.0,0.647,0.2,0.5,0.8,1.0,0.1,0.1,0.4,0.2,3.2,2024.0,9.3,0.439,-0.1,-0.044,-5.5,-0.1,Brandon Williams,willibr03,Meneur,-0.69
25.0,33.0,14.8,3.0,5.7,0.521,0.7,1.8,0.4,2.2,3.9,0.578,1.7,2.0,0.833,0.4,1.4,1.8,2.3,0.7,0.2,1.2,1.0,8.3,2025.0,18.3,0.634,1.3,0.129,1.0,0.4,Brandon Williams,willibr03,Meneur,0.49
25.0,3.0,3.0,0.3,0.3,1.0,0.0,0.0,,0.3,0.3,1.0,0.7,0.7,1.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.3,2023.0,18.6,1.064,0.0,0.242,2.9,0.0,Braxton Key,keybr01,Ailier,0.7
26.0,20.0,3.0,0.4,0.9,0.412,0.1,0.3,0.4,0.3,0.6,0.417,0.3,0.4,0.75,0.2,0.8,0.9,0.5,0.1,0.1,0.1,0.3,1.1,2024.0,16.5,0.536,0.2,0.18,2.1,0.1,Braxton Key,keybr01,Ailier,0.41
27.0,3.0,3.7,0.0,1.3,0.0,0.0,0.3,0.0,0.0,1.0,0.0,1.0,2.0,0.5,0.3,0.3,0.7,0.0,0.7,0.0,0.3,0.0,1.0,2025.0,1.1,0.226,-0.1,-0.259,-13.6,0.0,Braxton Key,keybr01,Ailier,-2.02
20.0,32.0,18.3,2.7,6.8,0.39,1.1,3.6,0.296,1.6,3.2,0.495,1.2,1.3,0.902,0.5,2.7,3.2,1.7,0.4,0.2,1.5,1.3,7.5,2024.0,8.6,0.511,-0.3,-0.024,-5.5,-0.5,Brice Sensabaugh,sensabr01,Ailier,-0.8
21.0,71.0,20.2,3.9,8.4,0.459,2.2,5.2,0.422,1.7,3.2,0.52,0.9,1.0,0.89,0.6,2.4,3.0,1.5,0.6,0.1,1.5,1.6,10.9,2025.0,13.4,0.612,1.2,0.042,-1.2,0.3,Brice Sensabaugh,sensabr01,Ailier,-0.15
20.0,27.0,6.7,0.8,2.5,0.313,0.3,1.2,0.281,0.4,1.3,0.343,0.4,0.5,0.786,0.1,0.5,0.7,0.8,0.3,0.1,0.5,0.5,2.3,2025.0,7.1,0.424,-0.2,-0.043,-7.2,-0.2,Bronny James,jamesbr02,Arrière,-1.02
34.0,78.0,30.4,6.1,11.5,0.531,1.7,4.7,0.374,4.4,6.9,0.637,1.9,2.4,0.784,2.0,4.7,6.7,1.3,0.5,2.5,1.4,2.6,15.9,2023.0,18.4,0.63,8.0,0.161,2.1,2.5,Brook Lopez,lopezbr01,Pivot,1.18
35.0,79.0,30.5,4.6,9.6,0.485,1.9,5.1,0.366,2.8,4.4,0.621,1.4,1.7,0.821,1.5,3.7,5.2,1.6,0.5,2.4,1.0,2.4,12.5,2024.0,14.8,0.608,5.9,0.117,1.0,1.8,Brook Lopez,lopezbr01,Pivot,0.61
36.0,80.0,31.8,4.9,9.7,0.509,1.7,4.7,0.373,3.2,5.0,0.636,1.4,1.7,0.826,1.4,3.6,5.0,1.8,0.6,1.9,1.1,2.1,13.0,2025.0,14.8,0.624,6.6,0.124,0.8,1.8,Brook Lopez,lopezbr01,Pivot,0.63
26.0,80.0,28.5,4.5,9.3,0.483,1.1,3.2,0.358,3.3,6.1,0.548,1.5,1.9,0.758,0.8,3.3,4.1,3.4,1.1,0.6,1.5,2.4,11.5,2023.0,13.3,0.571,4.3,0.09,-0.5,0.9,Bruce Brown,brownbr01,Ailier,0.13
27.0,33.5,27.85,4.15,8.7,0.478,0.8,2.5,0.322,3.35,6.25,0.5385,1.75,2.15,0.825,0.8,3.45,4.25,2.85,0.9,0.25,1.25,2.25,10.85,2024.0,11.55,0.5625,1.1,0.056999999999999995,-3.4,-0.3,Bruce Brown,brownbr01,Arrière,-0.34
28.0,20.5,22.15,3.2,7.5,0.4225,0.6499999999999999,2.0,0.33099999999999996,2.55,5.55,0.4565,1.2999999999999998,1.6,0.8235,0.95,3.0,4.0,2.0,0.8,0.25,1.0,1.7,8.3,2025.0,11.2,0.5065,0.30000000000000004,0.04,-3.55,-0.2,Bruce Brown,brownbr01,Meneur,-0.48
24.0,19.5,8.399999999999999,1.45,2.7,0.5475,0.0,0.2,0.0,1.45,2.5,0.605,0.8,1.1,0.7575000000000001,1.15,1.75,2.9,0.55,0.1,0.7,0.6,1.5,3.75,2023.0,18.1,0.5925,0.45,0.0985,-3.35,0.0,Bruno Fernando,fernabr01,Pivot,0.24
25.0,45.0,15.2,2.4,4.2,0.583,0.0,0.1,0.0,2.4,4.1,0.596,1.4,2.1,0.667,1.3,3.0,4.3,1.0,0.6,0.6,1.0,2.4,6.3,2024.0,15.2,0.615,1.5,0.103,-2.3,-0.1,Bruno Fernando,fernabr01,Pivot,0.08
26.0,17.0,8.6,1.5,2.9,0.531,0.0,0.0,,1.5,2.9,0.531,0.4,0.5,0.75,1.2,1.8,3.0,1.1,0.2,0.5,0.8,1.6,3.4,2025.0,15.3,0.552,0.3,0.085,-0.7,0.1,Bruno Fernando,fernabr01,Pivot,0.05
20.0,46.0,17.1,1.7,4.4,0.396,0.6,1.7,0.325,1.2,2.7,0.443,1.3,1.7,0.75,0.4,1.6,2.0,1.2,0.3,0.1,0.9,1.0,5.3,2023.0,7.2,0.519,0.1,0.005,-6.0,-0.8,Bryce Mcgowens,mcgowbr01,Arrière,-1.06
21.0,59.0,14.9,1.7,3.9,0.439,0.6,1.7,0.333,1.1,2.2,0.523,1.1,1.4,0.776,0.3,1.4,1.7,0.9,0.4,0.2,0.5,1.3,5.1,2024.0,9.3,0.565,0.6,0.034,-4.9,-0.6,Bryce Mcgowens,mcgowbr01,Arrière,-0.64
22.0,13.0,2.5,0.3,1.1,0.286,0.0,0.3,0.0,0.3,0.8,0.4,0.4,0.5,0.833,0.2,0.1,0.2,0.2,0.1,0.0,0.3,0.2,1.0,2025.0,1.7,0.391,-0.1,-0.172,-13.6,-0.1,Bryce Mcgowens,mcgowbr01,Arrière,-1.76
