player_id,nom,équipe,position,taille,poids,expérience (années),âge
1628449,Chris Boucher,Raptors,Forward,6-9,200,7,32
1631123,Jamaree Bouyea,Bucks,Guard,6-2,180,2,26
1628396,Tony Bradley,Pacers,Center-Forward,6-11,248,6,27
1631103,Malaki Branham,Spurs,Forward,6-4,180,2,22
1631128,Christian Braun,Nuggets,Guard,6-6,220,2,24
1641779,Jalen Bridges,Suns,Forward,6-8,225,0,24
1628969,Mikal Bridges,Knicks,Guard-Forward,6-6,209,6,29
1628970,Miles Bridges,Hornets,Forward,6-7,225,5,27
1627763,Malcolm Brogdon,Wizards,Guard,6-4,229,8,33
1628415,Dillon Brooks,Rockets,Guard-Forward,6-6,225,7,29
1631232,Keion Brooks Jr.,Pelicans,Forward,6-7,210,0,25
1628971,Bruce Brown,Pelicans,Guard-Forward,6-4,202,6,29
1627759,Jaylen Brown,Celtics,Guard-Forward,6-6,223,8,29
1641738,Kobe Brown,Clippers,Forward,6-7,250,1,25
1628973,Jalen Brunson,Knicks,Guard,6-2,190,6,29
1628418,Thomas Bryant,Pacers,Center-Forward,6-10,248,7,28
1641723,Kobe Bufkin,Hawks,Guard,6-4,195,1,22
202692,Alec Burks,Heat,Guard,6-5,214,13,34
1630215,Jared Butler,76ers,Guard,6-3,193,3,25
202710,Jimmy Butler III,Warriors,Forward,6-7,230,13,36
1641824,Matas Buzelis,Bulls,Forward,6-10,209,0,21
1631288,Jamal Cain,Pelicans,Forward,6-6,191,2,26
203484,Kentavious Caldwell-Pope,Grizzlies,Guard,6-5,204,11,32
1641739,Toumani Camara,Trail Blazers,Forward,6-7,229,1,25
203991,Clint Capela,Hawks,Center,6-10,256,10,31
1642382,Branden Carlson,Thunder,Center,7-0,220,0,26
1642267,Bub Carrington,Wizards,Guard,6-4,190,0,20
1642269,Devin Carter,Kings,Guard,6-2,195,0,23
1628975,Jevon Carter,Bulls,Guard,6-1,200,6,30
1628976,Wendell Carter Jr.,Magic,Center-Forward,6-10,270,6,26
1627936,Alex Caruso,Thunder,Guard,6-5,186,7,31
1642264,Stephon Castle,Spurs,Guard,6-6,215,0,21
1630658,Colin Castleton,Raptors,Center,6-10,250,1,25
1630577,Julian Champagnie,Spurs,Forward,6-7,217,2,24
1630551,Justin Champagnie,Wizards,Guard-Forward,6-6,206,3,24
1642279,Ulrich Chomche,Raptors,Center,6-11,235,0,20
1642353,Cam Christie,Clippers,Guard,6-6,190,0,20
1631108,Max Christie,Mavericks,Guard,6-5,190,2,22
1630528,Josh Christopher,Heat,Guard,6-4,215,2,24
1631321,Sidy Cissoko,Trail Blazers,Guard,6-6,200,1,21
1641740,Jaylen Clark,Timberwolves,Guard,6-4,205,0,24
1629634,Brandon Clarke,Grizzlies,Forward,6-8,215,5,29
203903,Jordan Clarkson,Jazz,Guard,6-3,194,10,33
1629651,Nic Claxton,Nets,Center,6-11,215,5,26
1642270,Donovan Clingan,Trail Blazers,Center,7-2,280,0,21
1641730,Noah Clowney,Nets,Forward-Center,6-9,210,1,21
1629599,Amir Coffey,Clippers,Guard-Forward,6-7,210,5,28
1642268,Isaiah Collier,Jazz,Guard,6-3,210,0,21
1628381,John Collins,Jazz,Forward-Center,6-9,226,7,28
1628380,Zach Collins,Bulls,Forward-Center,6-11,250,6,28
201144,Mike Conley,Timberwolves,Guard,6-0,175,17,38
1626192,Pat Connaughton,Bucks,Guard,6-5,209,9,32
1641731,Bilal Coulibaly,Wizards,Guard,6-8,195,1,21
1641741,Ricky Council IV,76ers,Guard,6-6,207,1,24
1628470,Torrey Craig,Celtics,Forward,6-5,221,7,35
1642384,Isaiah Crawford,Kings,Forward,6-6,220,0,24
203109,Jae Crowder,Kings,Forward,6-6,235,12,35
1630595,Cade Cunningham,Pistons,Guard,6-6,220,3,24
203552,Seth Curry,Hornets,Guard,6-1,185,10,35
201939,Stephen Curry,Warriors,Guard,6-2,185,15,37
1642359,Pacôme Dadiet,Knicks,Forward,6-8,210,0,20
1630700,Dyson Daniels,Hawks,Guard,6-7,199,2,22
1642368,N'Faly Dante,Rockets,Center,6-11,230,0,24
203076,Anthony Davis,Mavericks,Forward-Center,6-10,253,12,32
1629056,Terence Davis,Kings,Guard,6-4,201,4,28
1631120,JD Davison,Celtics,Guard,6-1,195,2,23
201942,DeMar DeRozan,Kings,Guard-Forward,6-6,220,15,36
1642484,RayJ Dennis,Pacers,Guard,6-2,180,0,24
1628978,Donte DiVincenzo,Timberwolves,Guard,6-4,203,6,28
1631217,Moussa Diabaté,Hornets,Forward,6-9,210,2,23
1641711,Gradey Dick,Raptors,Guard-Forward,6-6,200,1,22
1631172,Ousmane Dieng,Thunder,Forward,6-9,185,2,22
1642265,Rob Dillingham,Timberwolves,Guard,6-3,175,0,20
203915,Spencer Dinwiddie,Mavericks,Guard,6-5,215,10,32
1629029,Luka Dončić,Lakers,Forward-Guard,6-6,230,6,26
1629652,Luguentz Dort,Thunder,Guard,6-4,220,5,26
1630245,Ayo Dosunmu,Bulls,Guard,6-5,200,3,25
1630288,Jeff Dowtin Jr.,76ers,Guard,6-3,177,3,28
203083,Andre Drummond,76ers,Center,6-11,279,12,32
1642505,Alex Ducas,Thunder,Guard,6-7,220,0,25
1630561,David Duke Jr.,Spurs,Guard,6-4,204,3,26
1627739,Kris Dunn,Clippers,Guard,6-3,205,8,31
1642346,Ryan Dunn,Suns,Forward,6-8,216,0,22
201142,Kevin Durant,Suns,Forward,6-11,240,16,37
1631105,Jalen Duren,Pistons,Center,6-10,250,2,22
1631106,Tari Eason,Rockets,Forward,6-8,215,2,24
1641744,Zach Edey,Grizzlies,Center,7-4,305,0,23
1630162,Anthony Edwards,Timberwolves,Guard,6-4,225,4,24
1642399,Jesse Edwards,Timberwolves,Center,7-0,236,0,25
1642348,Justin Edwards,76ers,Forward,6-7,203,0,22
1630556,Kessler Edwards,Mavericks,Forward,6-7,203,3,25
1631165,Keon Ellis,Kings,Guard,6-4,175,2,25
203954,Joel Embiid,76ers,Center-Forward,7-0,280,8,31
1630623,Tyson Etienne,Nets,Guard,6-2,200,0,26
1629234,Drew Eubanks,Clippers,Forward-Center,6-10,245,6,28
1641787,Tosan Evbuomwan,Nets,Forward,6-7,217,1,24
203957,Danté Exum,Mavericks,Guard,6-5,214,7,30
1642271,Kyle Filipowski,Jazz,Center,6-11,250,0,22
1627827,Dorian Finney-Smith,Lakers,Forward,6-7,220,8,32
1641745,Adam Flagler,Thunder,Guard,6-3,180,1,26
1642280,Trentyn Flowers,Clippers,Forward,6-9,185,0,20
1631323,Simone Fontecchio,Pistons,Forward,6-7,209,2,30
1628368,De'Aaron Fox,Spurs,Guard,6-3,185,7,28
1642402,Enrique Freeman,Pacers,Forward,6-7,220,0,25
1628365,Markelle Fultz,Kings,Guard,6-4,209,7,27
1642277,Johnny Furphy,Pacers,Guard,6-9,200,0,21
1629655,Daniel Gafford,Mavericks,Forward-Center,6-10,265,5,27
1629636,Darius Garland,Cavaliers,Guard,6-1,192,5,25
1630568,Luka Garza,Timberwolves,Center,6-10,243,3,27
1641718,Keyonte George,Jazz,Guard,6-4,185,1,22
1642273,Kyshawn George,Wizards,Forward,6-8,200,0,22
202331,Paul George,76ers,Forward,6-8,220,14,35
201959,Taj Gibson,Hornets,Forward,6-9,232,15,40
1630581,Josh Giddey,Bulls,Guard,6-8,216,3,23
1628983,Shai Gilgeous-Alexander,Thunder,Guard,6-6,195,6,27
1630264,Anthony Gill,Wizards,Forward,6-8,230,4,33
1631221,Collin Gillespie,Suns,Guard,6-1,195,1,26
203497,Rudy Gobert,Timberwolves,Center,7-1,258,11,33
1630692,Jordan Goodwin,Lakers,Guard,6-5,215,3,27
203932,Aaron Gordon,Nuggets,Forward,6-8,235,10,30
201569,Eric Gordon,76ers,Guard,6-3,215,16,37
203924,Jerami Grant,Trail Blazers,Forward,6-7,210,10,31
1631260,AJ Green,Bucks,Guard,6-4,190,2,26
203110,Draymond Green,Warriors,Forward,6-6,230,12,35
1630224,Jalen Green,Rockets,Guard,6-4,186,3,23
1629750,Javonte Green,Cavaliers,Guard,6-5,205,5,32
201145,Jeff Green,Rockets,Forward,6-8,235,16,39
1630182,Josh Green,Hornets,Guard,6-5,200,4,25
1629656,Quentin Grimes,76ers,Guard,6-4,210,3,25
1631243,Mouhamed Gueye,Hawks,Forward,6-10,210,1,23
1629060,Rui Hachimura,Lakers,Forward,6-8,230,5,27
1630169,Tyrese Haliburton,Pacers,Guard,6-5,185,4,25
1641790,PJ Hall,Nuggets,Center,6-10,245,0,23
203501,Tim Hardaway Jr.,Pistons,Guard-Forward,6-5,205,11,33
201935,James Harden,Clippers,Guard,6-5,220,15,36
1630702,Jaden Hardy,Mavericks,Guard,6-3,198,2,23
1641989,Elijah Harkless,Jazz,Guard,6-3,195,0,25
